id,channel_id,counter_edge_id,from_node_id,to_node_id,balance(millisat),fee_base(millisat),fee_proportional,min_htlc(millisat),timelock

33030,16515,33031,3805,2441,711545,1000,1,1000,40

33031,16515,33030,2441,3805,124710,0,0,0,0

33032,16516,33033,3395,1459,933139,0,0,0,0

33033,16516,33032,1459,3395,24326,1000,1,1000,40

33034,16517,33035,1308,1307,1339763,0,4000,1000,30

33035,16517,33034,1307,1308,41674,1000,1,1,40

33036,16518,33037,1014,1307,380729,1000,1,1000,40

33037,16518,33036,1307,1014,392288,1000,1,1000,40

33038,16519,33039,1012,1270,405152,1000,1,1000,40

33039,16519,33038,1270,1012,680251,1000,1000,1000,30

33040,16520,33041,1374,3337,892392,3,101,1000,144

33041,16520,33040,3337,1374,387065,1000,1,1000,40

33042,16521,33043,2451,3816,516299,1000,1,1000,40

33043,16521,33042,3816,2451,333085,1000,1,1000,40

33044,16522,33045,97,1389,695585,100,1,1,14

33045,16522,33044,1389,97,73524,500,1999,1000,30

33046,16523,33047,631,2504,601266,100,2000,1,14

33047,16523,33046,2504,631,484615,1000,2500,1000,40

33048,16524,33049,3070,1455,424415,0,3,1,40

33049,16524,33048,1455,3070,297962,0,0,1000,9

33050,16525,33051,2502,3996,26769,420,42,1000,288

33051,16525,33050,3996,2502,1261567,1000,1,1000,40

33052,16526,33053,3832,2504,743324,1000,1,1,40

33053,16526,33052,2504,3832,381479,1000,2500,1000,40

33054,16527,33055,836,2667,797256,1000,1,1000,40

33055,16527,33054,2667,836,127149,1000,1,1000,40

33056,16528,33057,4124,1459,582677,1000,1,1000,40

33057,16528,33056,1459,4124,465960,1000,1,1000,40

33058,16529,33059,1387,2165,311116,0,1000,1000,30

33059,16529,33058,2165,1387,829352,3,1,1,40

33060,16530,33061,4124,657,755496,1000,1,1,40

33061,16530,33060,657,4124,33094,2,0,1000,144

33062,16531,33063,1369,1182,646959,0,4000,1000,30

33063,16531,33062,1182,1369,308974,1,10,1,40

33064,16532,33065,3765,3870,539448,999,999,1000,14

33065,16532,33064,3870,3765,501728,1000,1,0,40

33066,16533,33067,2708,631,1466903,1000,1,0,40

33067,16533,33066,631,2708,217030,400,2,1000,14

33068,16534,33069,3979,1164,553771,1000,1,1,40

33069,16534,33068,1164,3979,194320,0,1000,1000,30

33070,16535,33071,3979,1426,511302,1000,1,1,40

33071,16535,33070,1426,3979,108626,52,1999,1000,30

33072,16536,33073,3979,2504,387293,1000,1,1,40

33073,16536,33072,2504,3979,489061,1000,2500,1000,40

33074,16537,33075,4035,1270,525507,1000,1,1000,40

33075,16537,33074,1270,4035,187606,1000,1000,1000,30

33076,16538,33077,3765,1374,688350,999,999,1000,14

33077,16538,33076,1374,3765,596478,3,101,0,144

33078,16539,33079,1357,1264,672506,10000,5000,1,144

33079,16539,33078,1264,1357,335114,500,10,1000,30

33080,16540,33081,1770,3070,722246,1,1,1000,144

33081,16540,33080,3070,1770,291952,983,1,1,40

33082,16541,33083,3765,3148,1094622,999,999,1000,14

33083,16541,33082,3148,3765,256996,1000,1,0,40

33084,16542,33085,3119,1374,656243,1000,1,1000,40

33085,16542,33084,1374,3119,523213,3,101,1000,144

33086,16543,33087,836,3608,941564,1000,1,1,40

33087,16543,33086,3608,836,119150,499,1,1000,40

33088,16544,33089,4061,1459,526697,1000,100,1000,14

33089,16544,33088,1459,4061,298794,1000,1,0,40

33090,16545,33091,3820,1039,867794,1000,1,1000,40

33091,16545,33090,1039,3820,201077,1000,1,1000,40

33092,16546,33093,2502,2504,719112,420,42,1,288

33093,16546,33092,2504,2502,684085,1000,2500,1000,40

33094,16547,33095,1453,1455,280969,1000,1,1,40

33095,16547,33094,1455,1453,871113,0,0,1000,9

33096,16548,33097,960,2502,787914,1000,1,1000,40

33097,16548,33096,2502,960,121050,420,42,1000,288

33098,16549,33099,960,1121,951154,1000,1,1000,40

33099,16549,33098,1121,960,58706,99,1,1000,144

33100,16550,33101,960,698,213765,1000,1,1000,40

33101,16550,33100,698,960,777076,100,1,1000,144

33102,16551,33103,3832,2504,679292,1000,1,1,40

33103,16551,33102,2504,3832,424576,1000,2500,1000,40

33104,16552,33105,3765,814,235870,999,999,1000,14

33105,16552,33104,814,3765,379970,1000,1,0,40

33106,16553,33107,1714,1426,376476,0,0,0,0

33107,16553,33106,1426,1714,865625,0,4000,1000,30

33108,16554,33109,1121,1305,150078,99,1,1000,144

33109,16554,33108,1305,1121,825918,1000,1,1000,40

33110,16555,33111,1348,3765,1016078,1000,999,0,40

33111,16555,33110,3765,1348,74715,999,999,1000,14

33112,16556,33113,2311,1244,534332,500,10,1000,14

33113,16556,33112,1244,2311,171972,1000,1,0,40

33114,16557,33115,3070,1385,820757,943,1,1,40

33115,16557,33114,1385,3070,608934,1,1,1000,144

33116,16558,33117,1455,1877,1096931,0,1000,1000,9

33117,16558,33116,1877,1455,95565,1000,1,1,40

33118,16559,33119,1324,3832,558034,10000,10,1000,40

33119,16559,33118,3832,1324,495756,1000,1,1000,40

33120,16560,33121,1453,3979,339429,1000,1,1000,40

33121,16560,33120,3979,1453,368114,1000,1,1000,40

33122,16561,33123,1770,1357,128388,1,1,1000,144

33123,16561,33122,1357,1770,614526,10000,5000,1,144

33124,16562,33125,3909,1226,574899,0,0,0,0

33125,16562,33124,1226,3909,380908,1000,1,1000,40

33126,16563,33127,1425,3909,997669,1000,1,1000,40

33127,16563,33126,3909,1425,195853,0,0,0,0

33128,16564,33129,3765,855,951991,999,999,1000,14

33129,16564,33128,855,3765,62388,10,1,0,40

33130,16565,33131,1453,3311,531566,1000,1,1000,40

33131,16565,33130,3311,1453,3806,1000,1,1000,40

33132,16566,33133,3311,971,531270,1000,1,1,40

33133,16566,33132,971,3311,827359,1000,100,1000,144

33134,16567,33135,3911,817,856537,1000,500,0,40

33135,16567,33134,817,3911,123425,1000,1,1000,14

33136,16568,33137,1376,1357,110808,1000,1,1000,40

33137,16568,33136,1357,1376,800583,10000,5000,1000,144

33138,16569,33139,3979,1443,169297,1000,1,1000,40

33139,16569,33138,1443,3979,588221,0,1,1000,144

33140,16570,33141,3952,1438,291510,100000,120,0,40

33141,16570,33140,1438,3952,676711,1,98,1000,40

33142,16571,33143,3765,1416,40314,999,999,1000,14

33143,16571,33142,1416,3765,1124403,1000,2400,0,40

33144,16572,33145,1877,1103,762432,1000,1,1000,40

33145,16572,33144,1103,1877,7722,1000,1,1000,40

33146,16573,33147,2538,3070,527370,1000,1,1000,40

33147,16573,33146,3070,2538,320308,999,1,1,40

33148,16574,33149,1148,3790,22111,0,4000,1000,30

33149,16574,33148,3790,1148,1290720,1000,1,1,40

33150,16575,33151,3791,1418,775461,1000,1,1000,40

33151,16575,33150,1418,3791,160444,1000,1,1000,40

33152,16576,33153,1425,3791,543461,1000,1,1000,40

33153,16576,33152,3791,1425,711535,1000,1,1000,40

33154,16577,33155,1223,3988,506341,1000,1,1,40

33155,16577,33154,3988,1223,518296,900,80,1000,144

33156,16578,33157,3952,2502,658659,100000,120,1000,40

33157,16578,33156,2502,3952,777105,420,42,1000,288

33158,16579,33159,2820,1148,359394,0,0,0,0

33159,16579,33158,1148,2820,534902,0,1000,1000,30

33160,16580,33161,817,3765,139097,1000,1,0,14

33161,16580,33160,3765,817,1072007,999,999,0,14

33162,16581,33163,3955,2504,191236,1000,1,1,40

33163,16581,33162,2504,3955,1056164,1000,2500,1000,40

33164,16582,33165,3765,1341,424690,999,999,1000,14

33165,16582,33164,1341,3765,984441,20,769,0,40

33166,16583,33167,1305,1270,792714,1000,1,1000,40

33167,16583,33166,1270,1305,363013,1000,1000,1000,30

33168,16584,33169,770,3832,736865,0,0,0,0

33169,16584,33168,3832,770,46120,1000,1,1000,40

33170,16585,33171,2486,3832,20278,1000,1,1000,40

33171,16585,33170,3832,2486,1105106,1000,1,1000,40

33172,16586,33173,1267,3060,1043223,0,4000,1000,30

33173,16586,33172,3060,1267,233361,0,0,0,0

33174,16587,33175,2878,3060,272657,1000,1,1000,40

33175,16587,33174,3060,2878,789264,0,0,0,0

33176,16588,33177,3060,1313,512033,0,0,0,0

33177,16588,33176,1313,3060,511713,0,4000,1000,30

33178,16589,33179,3765,173,658080,999,999,0,14

33179,16589,33178,173,3765,450814,1000,1,0,14

33180,16590,33181,1453,3977,846650,1000,1,1000,40

33181,16590,33180,3977,1453,86367,1000,1,1000,40

33182,16591,33183,1394,3839,995671,100,1000,1000,40

33183,16591,33182,3839,1394,355104,2000,100,1000,144

33184,16592,33185,3069,2469,288082,1000,100,1,144

33185,16592,33184,2469,3069,921725,0,1000,1000,30

33186,16593,33187,3060,1121,616548,0,0,0,0

33187,16593,33186,1121,3060,27201,99,1,1000,144

33188,16594,33189,477,1425,371119,1000,10,1000,14

33189,16594,33188,1425,477,346455,1000,1,0,40

33190,16595,33191,2034,2453,397660,849,489,1000,40

33191,16595,33190,2453,2034,653113,0,0,0,0

33192,16596,33193,2095,1270,1267382,1,1,1000,14

33193,16596,33192,1270,2095,59789,1000,1000,0,30

33194,16597,33195,3040,1455,410628,1000,1,1,40

33195,16597,33194,1455,3040,388344,0,0,1000,9

33196,16598,33197,2034,3951,537320,849,489,1000,40

33197,16598,33196,3951,2034,447741,1000,1,1000,40

33198,16599,33199,1305,1270,915721,1000,1,1000,40

33199,16599,33198,1270,1305,326631,1000,1000,1000,30

33200,16600,33201,1305,1270,30211,1000,1,1000,40

33201,16600,33200,1270,1305,1066409,1000,1000,1000,30

33202,16601,33203,1305,1270,51200,1000,1,1000,40

33203,16601,33202,1270,1305,679488,1000,1000,1000,30

33204,16602,33205,1305,1270,216452,1000,1,1000,40

33205,16602,33204,1270,1305,494034,1000,1000,1000,30

33206,16603,33207,1305,1270,759798,1000,1,1000,40

33207,16603,33206,1270,1305,223728,1000,1000,1000,30

33208,16604,33209,1305,1270,288796,1000,1,1000,40

33209,16604,33208,1270,1305,458718,1000,1000,1000,30

33210,16605,33211,1305,1270,227545,1000,1,1000,40

33211,16605,33210,1270,1305,1098130,1000,1000,1000,30

33212,16606,33213,2041,1442,538126,1000,10,1,14

33213,16606,33212,1442,2041,89241,0,4000,1000,30

33214,16607,33215,3842,1415,1052065,1000,1000,1000,40

33215,16607,33214,1415,3842,14359,1000,1,1,40

33216,16608,33217,1425,2041,270815,1000,1,0,40

33217,16608,33216,2041,1425,348219,1000,10,1000,14

33218,16609,33219,1305,1270,586996,1000,1,1000,40

33219,16609,33218,1270,1305,106742,1000,1000,1000,30

33220,16610,33221,1305,1270,285066,1000,1,1000,40

33221,16610,33220,1270,1305,843118,1000,1000,1000,30

33222,16611,33223,1305,1270,739113,1000,1,1000,40

33223,16611,33222,1270,1305,316899,1000,1000,1000,30

33224,16612,33225,1305,1270,396146,1000,1,1000,40

33225,16612,33224,1270,1305,602287,1000,1000,1000,30

33226,16613,33227,1305,1270,510070,1000,1,1000,40

33227,16613,33226,1270,1305,467009,1000,1000,1000,30

33228,16614,33229,1302,1270,526545,1000,1,1000,40

33229,16614,33228,1270,1302,522028,1000,1000,1000,30

33230,16615,33231,1302,1270,666823,1000,1,1000,40

33231,16615,33230,1270,1302,387056,1000,1000,1000,30

33232,16616,33233,1302,1270,45908,1000,1,1000,40

33233,16616,33232,1270,1302,834053,1000,1000,1000,30

33234,16617,33235,1302,1270,1042198,1000,1,1000,40

33235,16617,33234,1270,1302,10112,1000,1000,1000,30

33236,16618,33237,1302,1270,141054,1000,1,1000,40

33237,16618,33236,1270,1302,1031863,1000,1000,1000,30

33238,16619,33239,1302,1270,324861,1000,1,1000,40

33239,16619,33238,1270,1302,801152,1000,1000,1000,30

33240,16620,33241,1302,1270,256540,1000,1,1000,40

33241,16620,33240,1270,1302,345770,1000,1000,1000,30

33242,16621,33243,1302,1270,161149,1000,1,1000,40

33243,16621,33242,1270,1302,867829,1000,1000,1000,30

33244,16622,33245,1302,1270,912670,1000,1,1000,40

33245,16622,33244,1270,1302,173914,1000,1000,1000,30

33246,16623,33247,1302,1270,758746,1000,1,1000,40

33247,16623,33246,1270,1302,1948,1000,1000,1000,30

33248,16624,33249,3842,1459,353218,1000,1000,1000,40

33249,16624,33248,1459,3842,626780,1000,1,1,40

33250,16625,33251,1931,1440,436549,1000,100,1,40

33251,16625,33250,1440,1931,277962,1000,2500,1000,40

33252,16626,33253,1453,410,973738,1000,1,10000,40

33253,16626,33252,410,1453,37357,1000,100,1000,144

33254,16627,33255,2410,4013,132551,1000,1,1000,40

33255,16627,33254,4013,2410,827240,1000,1,1000,40

33256,16628,33257,3975,2286,432758,1000,1,1000,40

33257,16628,33256,2286,3975,806322,0,0,0,0

33258,16629,33259,3765,980,681401,999,999,1000,14

33259,16629,33258,980,3765,427129,1000,1,0,40

33260,16630,33261,3972,2473,78104,490,9,1,144

33261,16630,33260,2473,3972,1109511,0,1000,1000,30

33262,16631,33263,3972,1270,442527,490,9,1000,144

33263,16631,33262,1270,3972,703044,1000,1000,0,30

33264,16632,33265,746,2324,30587,1000,1,1,40

33265,16632,33264,2324,746,1287296,0,1,1000,10

33266,16633,33267,2132,1270,466554,1000,1,1000,40

33267,16633,33266,1270,2132,267586,1000,1000,1000,30

33268,16634,33269,1939,1444,479977,1000,2000,1000,144

33269,16634,33268,1444,1939,317819,0,1000,1000,40

33270,16635,33271,1157,1444,879722,1000,1,1000,40

33271,16635,33270,1444,1157,23699,0,1000,1000,40

33272,16636,33273,1453,3125,402271,1000,1,1,40

33273,16636,33272,3125,1453,421565,100,1,1000,40

33274,16637,33275,2095,1424,565155,1,1,1,14

33275,16637,33274,1424,2095,443243,0,4000,1000,30

33276,16638,33277,2502,3972,402649,420,42,0,288

33277,16638,33276,3972,2502,511714,490,9,1000,144

33278,16639,33279,3987,1426,502375,1000,1,1,40

33279,16639,33278,1426,3987,522257,0,4000,1000,30

33280,16640,33281,1048,3987,504869,166,1,1000,40

33281,16640,33280,3987,1048,246379,1000,1,50,40

33282,16641,33283,3980,1300,344628,498,9,1000,144

33283,16641,33282,1300,3980,229717,0,1000,1000,30

33284,16642,33285,1048,1303,389429,166,1,1000,40

33285,16642,33284,1303,1048,295410,1000,100,50,40

33286,16643,33287,3980,657,459997,498,9,1000,144

33287,16643,33286,657,3980,598759,2,0,1,144

33288,16644,33289,1132,2942,108619,5000,500,1000,40

33289,16644,33288,2942,1132,1004645,1000,1,10000,40

33290,16645,33291,3125,1459,555109,100,1,1000,40

33291,16645,33290,1459,3125,442984,1000,1,1,40

33292,16646,33293,1048,2942,208555,166,1,1000,40

33293,16646,33292,2942,1048,765069,1000,1,50,40

33294,16647,33295,3980,2504,805333,498,9,1000,144

33295,16647,33294,2504,3980,75292,1000,2500,1000,40

33296,16648,33297,3125,1459,1133134,100,1,1000,40

33297,16648,33296,1459,3125,94865,1000,1,1,40

33298,16649,33299,3980,1444,316423,498,9,1000,144

33299,16649,33298,1444,3980,585759,0,1000,1,40

33300,16650,33301,3972,1421,153675,490,9,1,144

33301,16650,33300,1421,3972,665903,1,5,1000,40

33302,16651,33303,3980,1421,948120,498,9,1000,144

33303,16651,33302,1421,3980,166026,1,5,1000,40

33304,16652,33305,1444,3972,465244,0,1000,0,40

33305,16652,33304,3972,1444,315739,490,9,1000,144

33306,16653,33307,836,3972,765404,1000,1,0,40

33307,16653,33306,3972,836,208850,490,9,1000,144

33308,16654,33309,1444,1878,528543,0,1000,1000,40

33309,16654,33308,1878,1444,590468,1000,1,1000,40

33310,16655,33311,1136,2875,677532,0,1000,1000,30

33311,16655,33310,2875,1136,393321,2,1,1,40

33312,16656,33313,4022,1344,365589,500,1,1000,40

33313,16656,33312,1344,4022,238476,1000,1,1000,40

33314,16657,33315,3264,1116,45261,1000,1,1,40

33315,16657,33314,1116,3264,1080647,1000,1,1000,40

33316,16658,33317,1305,3989,607816,1000,1,1,40

33317,16658,33316,3989,1305,512637,0,0,0,0

33318,16659,33319,2571,3995,200494,0,0,0,0

33319,16659,33318,3995,2571,692085,1000,1,1000,40

33320,16660,33321,836,3225,866783,1000,1,1000,40

33321,16660,33320,3225,836,123738,500,1,1000,40

33322,16661,33323,3598,1387,234961,1000,1,1,40

33323,16661,33322,1387,3598,719579,0,4000,1000,30

33324,16662,33325,2502,3995,110015,420,42,1000,288

33325,16662,33324,3995,2502,874728,1000,1,1000,40

33326,16663,33327,3993,4014,131371,1000,1,1000,40

33327,16663,33326,4014,3993,1089305,1000,1,1000,40

33328,16664,33329,1453,3967,536040,1000,1,1000,40

33329,16664,33328,3967,1453,224812,1000,1,1000,40

33330,16665,33331,3951,1465,201762,1000,1,1,40

33331,16665,33330,1465,3951,929187,2000,100,1000,200

33332,16666,33333,4046,1270,816574,1000,1,1000,40

33333,16666,33332,1270,4046,261547,1000,1000,1000,30

33334,16667,33335,3980,194,26733,498,9,1000,144

33335,16667,33334,194,3980,1255056,1000,10,1,14

33336,16668,33337,3972,1443,437041,490,9,1000,144

33337,16668,33336,1443,3972,690225,0,1,0,144

33338,16669,33339,1425,1270,306080,1000,1,1000,40

33339,16669,33338,1270,1425,1196797,1000,1000,1000,30

33340,16670,33341,2311,1268,543646,500,100,1,14

33341,16670,33340,1268,2311,406003,302,1999,1000,30

33342,16671,33343,3621,971,342660,1000,1,1,40

33343,16671,33342,971,3621,549444,1000,100,1000,144

33344,16672,33345,1136,1270,569486,0,4000,1000,30

33345,16672,33344,1270,1136,751998,1000,1000,1,30

33346,16673,33347,1424,1270,788866,0,1000,1000,30

33347,16673,33346,1270,1424,334033,1000,1000,1,30

33348,16674,33349,1270,1426,255488,1000,1000,1,30

33349,16674,33348,1426,1270,848596,0,1000,1000,30

33350,16675,33351,1926,1442,515815,0,0,0,0

33351,16675,33350,1442,1926,430920,0,4000,1000,30

33352,16676,33353,3972,1465,886669,490,9,1,144

33353,16676,33352,1465,3972,42248,2000,100,1000,200

33354,16677,33355,2502,3995,194585,420,42,1000,288

33355,16677,33354,3995,2502,720767,1000,1,1000,40

33356,16678,33357,3439,1877,45201,0,0,0,0

33357,16678,33356,1877,3439,857753,1000,1,1000,40

33358,16679,33359,1267,2360,279347,0,4000,1000,30

33359,16679,33358,2360,1267,661010,1000,1,1,40

33360,16680,33361,1845,1353,1029667,1000,1,1,40

33361,16680,33360,1353,1845,18931,0,4000,1000,30

33362,16681,33363,3439,815,525585,0,0,0,0

33363,16681,33362,815,3439,528453,1000,1,1000,40

33364,16682,33365,3980,657,975186,498,9,1000,144

33365,16682,33364,657,3980,362466,2,0,1,144

33366,16683,33367,960,3105,1229730,1000,1,1000,40

33367,16683,33366,3105,960,63515,1000,1,1000,40

33368,16684,33369,3972,1442,204658,490,9,1,144

33369,16684,33368,1442,3972,443299,0,4000,1000,30

33370,16685,33371,3980,1426,387208,498,9,1000,144

33371,16685,33370,1426,3980,629306,0,1000,1000,30

33372,16686,33373,3996,3995,119398,1000,1,1000,40

33373,16686,33372,3995,3996,1086809,1000,1,1000,40

33374,16687,33375,1425,582,555634,1000,1,1000,40

33375,16687,33374,582,1425,414072,1000,1,1000,40

33376,16688,33377,3070,1906,645537,1000,1,1000,40

33377,16688,33376,1906,3070,8898,1000,1,0,40

33378,16689,33379,2017,3832,133725,1,1,1000,35

33379,16689,33378,3832,2017,599904,1000,1,1000,40

33380,16690,33381,986,3988,654318,1000,1,1,40

33381,16690,33380,3988,986,379201,900,1,1000,144

33382,16691,33383,3975,2286,417716,1000,1,1000,40

33383,16691,33382,2286,3975,528419,0,0,0,0

33384,16692,33385,3832,1787,345518,1000,1,1000,40

33385,16692,33384,1787,3832,603967,0,0,0,0

33386,16693,33387,2041,3121,662511,1000,10,1000,14

33387,16693,33386,3121,2041,229243,1000,1,0,40

33388,16694,33389,836,2698,698606,1000,1,0,40

33389,16694,33388,2698,836,333534,100,100,1000,30

33390,16695,33391,746,2041,1087883,1000,1,0,40

33391,16695,33390,2041,746,81653,1000,10,1000,14

33392,16696,33393,2041,2397,1216079,1000,10,1000,14

33393,16696,33392,2397,2041,17463,1000,1,0,40

33394,16697,33395,2041,1005,188276,1000,10,1,14

33395,16697,33394,1005,2041,866592,1000,1,1000,40

33396,16698,33397,3972,2434,154454,490,9,1000,144

33397,16698,33396,2434,3972,803145,1000,1,0,144

33398,16699,33399,1443,4017,32641,0,1,1000,144

33399,16699,33398,4017,1443,1038906,1000,1,1000,40

33400,16700,33401,2850,916,389023,0,0,0,0

33401,16700,33400,916,2850,729122,1000,1,1000,40

33402,16701,33403,1293,3589,325600,1000,1,1000,40

33403,16701,33402,3589,1293,951160,1000,1,1000,40

33404,16702,33405,1302,4017,78345,1000,1,1000,40

33405,16702,33404,4017,1302,823528,1000,1,1000,40

33406,16703,33407,1305,3988,78302,1000,1,1,40

33407,16703,33406,3988,1305,1086612,900,50,1000,144

33408,16704,33409,3980,3972,46448,498,9,1000,144

33409,16704,33408,3972,3980,922849,490,9,1,144

33410,16705,33411,3868,3988,459694,500,50,1,40

33411,16705,33410,3988,3868,494783,900,80,1000,144

33412,16706,33413,3972,1268,187757,490,9,1,144

33413,16706,33412,1268,3972,838471,0,1000,1000,30

33414,16707,33415,3298,1270,50799,1000,1,1000,40

33415,16707,33414,1270,3298,900834,1000,1000,1000,30

33416,16708,33417,4002,1270,46675,0,0,0,0

33417,16708,33416,1270,4002,906337,1000,1000,1000,30

33418,16709,33419,1136,3972,16587,0,1000,1000,30

33419,16709,33418,3972,1136,638226,490,9,1,144

33420,16710,33421,4022,971,420936,500,1,1,40

33421,16710,33420,971,4022,433453,1000,100,1000,144

33422,16711,33423,2502,3298,47704,420,42,1000,288

33423,16711,33422,3298,2502,635341,1000,1,1000,40

33424,16712,33425,3298,3855,654884,1000,1,1000,40

33425,16712,33424,3855,3298,220448,1000,1,1000,40

33426,16713,33427,2708,4013,441775,1000,1,1000,40

33427,16713,33426,4013,2708,386184,1000,1,1000,40

33428,16714,33429,1453,4013,991430,1000,1,1000,40

33429,16714,33428,4013,1453,308160,1000,1,1000,40

33430,16715,33431,3203,1201,91086,1000,1,1000,40

33431,16715,33430,1201,3203,1049508,1000,1,1000,40

33432,16716,33433,3610,971,426329,0,1,1,10

33433,16716,33432,971,3610,741883,1000,100,1000,144

33434,16717,33435,3980,1465,789226,498,9,1000,144

33435,16717,33434,1465,3980,119417,2000,100,1000,200

33436,16718,33437,1369,3972,559599,0,4000,1000,30

33437,16718,33436,3972,1369,454266,490,9,1,144

33438,16719,33439,2511,2389,591207,1000,1,1000,40

33439,16719,33438,2389,2511,313906,1000,1,1000,40

33440,16720,33441,3298,802,587811,1000,1,1000,40

33441,16720,33440,802,3298,583922,1000,1,1000,40

33442,16721,33443,933,3203,355209,1000,1,1000,40

33443,16721,33442,3203,933,549171,1000,1,1,40

33444,16722,33445,3203,1164,293764,1000,1,1,40

33445,16722,33444,1164,3203,701313,0,4000,1000,30

33446,16723,33447,3203,1750,838923,1000,1,1000,40

33447,16723,33446,1750,3203,36050,0,0,0,0

33448,16724,33449,2708,3765,851342,1000,1,0,40

33449,16724,33448,3765,2708,48497,999,999,1000,14

33450,16725,33451,1455,2389,123506,0,0,1000,9

33451,16725,33450,2389,1455,892354,1000,1,1000,40

33452,16726,33453,2511,3988,581303,1000,1,1000,40

33453,16726,33452,3988,2511,282727,900,80,1,144

33454,16727,33455,1344,1459,732246,1000,1,1000,40

33455,16727,33454,1459,1344,476302,1000,1,1,40

33456,16728,33457,1305,1344,470653,1000,1,1,40

33457,16728,33456,1344,1305,154441,1000,1,1000,40

33458,16729,33459,1438,1344,55219,1,19,1,40

33459,16729,33458,1344,1438,733752,1000,1,1000,40

33460,16730,33461,1344,657,680074,1000,1,1000,40

33461,16730,33460,657,1344,362345,2,0,1,144

33462,16731,33463,2708,1344,766448,1000,1,1,40

33463,16731,33462,1344,2708,46293,1000,1,1000,40

33464,16732,33465,836,1344,639249,1000,1,1,40

33465,16732,33464,1344,836,359415,1000,1,1000,40

33466,16733,33467,1455,991,117975,0,0,1000,9

33467,16733,33466,991,1455,681010,1000,1,1,40

33468,16734,33469,3979,2504,858557,1000,1,1,40

33469,16734,33468,2504,3979,269381,1000,2500,1000,40

33470,16735,33471,4031,2059,1062772,1000,1,1000,40

33471,16735,33470,2059,4031,199084,1000,1,1000,40

33472,16736,33473,1425,3598,80207,1000,1,1000,40

33473,16736,33472,3598,1425,928153,1000,1,1000,40

33474,16737,33475,1305,3298,735233,1000,1,1000,40

33475,16737,33474,3298,1305,223767,1000,1,1000,40

33476,16738,33477,1270,4013,483608,1000,1000,1000,30

33477,16738,33476,4013,1270,601942,1000,1,1000,40

33478,16739,33479,3922,3298,105653,1000,1,1000,40

33479,16739,33478,3298,3922,881282,1000,1,1000,40

33480,16740,33481,3298,3318,14096,1000,1,1000,40

33481,16740,33480,3318,3298,951715,1000,1,1000,40

33482,16741,33483,3298,3106,93872,1000,1,1000,40

33483,16741,33482,3106,3298,910298,1000,1,1000,40

33484,16742,33485,3298,2852,745534,1000,1,1000,40

33485,16742,33484,2852,3298,701497,1000,50,1000,40

33486,16743,33487,3298,1358,917101,1000,1,1000,40

33487,16743,33486,1358,3298,631523,0,0,1000,29

33488,16744,33489,3070,2094,170913,0,1,1000,40

33489,16744,33488,2094,3070,704742,0,0,0,15

33490,16745,33491,3972,1353,616540,490,9,1,144

33491,16745,33490,1353,3972,402263,0,1000,1000,30

33492,16746,33493,1218,3382,538978,1000,2,1000,120

33493,16746,33492,3382,1218,809919,10,10,1,40

33494,16747,33495,1014,154,304646,1500,2,1,40

33495,16747,33494,154,1014,275489,1000,1,1000,40

33496,16748,33497,182,154,501587,490,10,1,14

33497,16748,33496,154,182,577254,900,1,1000,40

33498,16749,33499,3980,1270,86060,498,9,1000,144

33499,16749,33498,1270,3980,508319,1000,1000,1,30

33500,16750,33501,1442,657,246598,0,1000,1000,30

33501,16750,33500,657,1442,511627,2,2,1,144

33502,16751,33503,1134,154,1038620,1000,1,1,40

33503,16751,33502,154,1134,88164,1000,1,1000,40

33504,16752,33505,154,1787,125534,1000,1,1000,40

33505,16752,33504,1787,154,1211281,0,0,0,0

33506,16753,33507,3972,194,605934,490,9,0,144

33507,16753,33506,194,3972,38178,1000,10,0,14

33508,16754,33509,3980,2539,462188,498,9,1000,144

33509,16754,33508,2539,3980,653188,0,1,1,40

33510,16755,33511,3980,3349,264723,498,9,1000,144

33511,16755,33510,3349,3980,739065,1000,1,1,40

33512,16756,33513,3980,3124,312532,498,9,1000,144

33513,16756,33512,3124,3980,468167,1000,1,1,40

33514,16757,33515,1182,194,485120,1,10,0,40

33515,16757,33514,194,1182,431828,1000,10,1000,14

33516,16758,33517,800,4035,460881,1000,1,1000,40

33517,16758,33516,4035,800,528862,1000,1,1000,40

33518,16759,33519,1245,3765,394289,875,1790,1000,32

33519,16759,33518,3765,1245,391661,999,999,1,14

33520,16760,33521,836,3977,735188,1000,1,1000,40

